GRPSORT,SNAME,COMMON_NAME,Author,synname,ALTSYN,GRANK,SRANK,FEDSTAT,SPROT,TRK,,,,,,,,,,,,,,
IILEY,Pyrrhia aurantiago,Aureolaria Seed Borer,"Pyrrhia aurantiagoÿ(Guen‚e, 1852)",Rhodoecia aurantiago,,G3G4,S1S3,,,Rare List,,,,,,,,,,,,,,
IILEY,Schinia siren,A Flower Moth,"Schinia sirenÿ(Strecker, 1876)",Schinia inclara,,GNR,S1S2,,,Rare List,,,,,,,,,,,,,,
IILEY,Sideridis maryx,Maroonwing moth,"Sideridis maryxÿ(Guen‚e, 1852)",,,G4,S1,,,Rare List,,,,,,,,,,,,,,
IILEY,Sideridis rosea,Rosewing moth,"Sideridis roseaÿ(Harvey, 1874)",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IILEY,Sympistis perscripta,Scribbled sallow moth,"Sympistis perscriptaÿ(Guen‚e, 1852)",Lepipolys perscripta,,G4,S1S3,,,Rare List,,,,,,,,,,,,,,
IILEY,Syngrapha alias,Hooked silver Y moth,"Syngrapha aliasÿ(Ottolengui, 1902)",,,G5,S1S2,,,Rare List,,,,,,,,,,,,,,
IILEY,Syngrapha rectangula,Salt-and-pepper Looper Moth,"Syngrapha rectangulaÿ(W. Kirby, 1837)",,,G5,S2,,,Rare List,,,,,,,,,,,,,,
IILEY,Tricholita notata,Marked Tricholita Moth,"Tricholita notataÿStrecker, 1898",,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IILEY,Zale curema,Black-eyed Zale,"Zale curemaÿ(Smith, 1908)",,,G4,S1S3,,,Rare List,,,,,,,,,,,,,,
IILEY,Zale lunifera,Pine Barrens Zale,"Zale luniferaÿ(Hbner, 1818)",,,G3G4,S2,,,Rare List,,,,,,,,,,,,,,
IIMEC,Brachypanorpa jeffersoni,Jefferson's Short-nosed Scorpionfly,"Brachypanorpa jeffersoniÿByers, 1976",,,G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IIMEC,Panorpa mirabilis,Marvelous Scorpionfly,"Panorpa mirabilisÿCarpenter, 1931",,,GNR,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Aeshna canadensis,Canada Darner,"Aeshna canadensisÿWalker, 1908",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Aeshna constricta,Lance-tipped Darner,"Aeshna constrictaÿSay, 1839",,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Aeshna tuberculifera,Black-tipped Darner,"Aeshna tuberculiferaÿWalker, 1908",,,G5,S2S3,,,Rare List,,,,,,,,,,,,,,
IIODO,Aeshna verticalis,Green-striped Darner,"Aeshna verticalisÿHagen, 1861",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Arigomphus furcifer,Lilypad Clubtail,"Arigomphus furciferÿ(Hagen in Selys, 1878)",,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Arigomphus pallidus,Gray-green Clubtail,"Arigomphus pallidusÿ(Rambur, 1842)",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Calopteryx aequabilis,River Jewelwing,"Calopteryx aequabilisÿSay, 1839",,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Calopteryx amata,Superb Jewelwing,"Calopteryx amataÿHagen, 1889",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Celithemis martha,Martha's Pennant,"Celithemis marthaÿWilliamson, 1922",,,G4,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Celithemis ornata,Faded Pennant,"Celithemis ornataÿ(Rambur, 1842)",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Coryphaeschna ingens,Regal Darner,"Coryphaeschna ingensÿ(Rambur, 1842)",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Enallagma annexum,Northern Bluet,"Enallagma annexumÿ(Hagen, 1861)",Enallagma cyathigerum(in part),,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Enallagma carunculatum,Tule bluet,"Enallagma carunculatumÿMorse, 1895",,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Enallagma ebrium,Marsh Bluet,"Enallagma ebriumÿ(Hagen, 1861)",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Enallagma pallidum,Pale Bluet,"Enallagma pallidumÿRoot, 1923",,,G4,S1S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Epitheca canis,Beaverpond Baskettail,"Epitheca canisÿ(McLachlan, 1886)",Tetragoneuria canis,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Epitheca semiaquea,Mantled Baskettail,"Epitheca semiaqueaÿ(Burmeister, 1839)",Tetragoneuria semiaquea,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Gomphurus fraternus,Midland Clubtail,"Gomphurus fraternusÿ(Say, 1839)",Gomphus fraternus,,G5,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Gomphurus septima,Septima's Clubtail,"Gomphurus septimaÿ(Westfall, 1956)",Gomphus septima,,G3,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Gomphurus ventricosus,Skillet Clubtail,"Gomphurus ventricosusÿ(Walsh, 1862)",Gomphus ventricosus,,G3,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Hylogomphus adelphus,Moustached Clubtail,"Hylogomphus adelphusÿ(Selys, 1858)","Gomphus brevis,ÿGomphus adelphus",,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Hylogomphus apomyius,Banner Clubtail,"Hylogomphus apomyiusÿ(Donnelly, 1966)",Gomphus apomyius,,G3G4,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Hylogomphus parvidens,Piedmont Clubtail,"Hylogomphus parvidensÿ(Currie, 1917)",Gomphus parvidens,,G4,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Hylogomphus viridifrons,Green-faced Clubtail,"Hylogomphus viridifronsÿ(Hine, 1901)",Gomphus viridifrons,,G3G4,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Ladona exusta,White Corporal Skimmer,"Ladona exustaÿ(Say, 1839)",Libellula exusta,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Ladona julia,Chalk-fronted Corporal Skimmer,"Ladona juliaÿ(Uhler, 1857)",Libellula julia,,G5,S2S3,,,Rare List,,,,,,,,,,,,,,
IIODO,Lanthus parvulus,Northern Pygmy Clubtail,"Lanthus parvulusÿ(Selys, 1854)",,,G4G5,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Lestes disjunctus,Common Spreadwing,"Lestes disjunctusÿSelys, 1862",,,G5,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Leucorrhinia frigida,Frosted Whiteface,"Leucorrhinia frigidaÿHagen, 1890",,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Leucorrhinia hudsonica,Hudsonian Whiteface,"Leucorrhinia hudsonicaÿ(Selys, 1850)",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Leucorrhinia proxima,Red-waisted Whiteface,"Leucorrhinia proximaÿCalvert, 1890",,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Macrodiplax balteata,Marl pennant,"Macrodiplax balteataÿ(Hagen, 1861)",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Macromia margarita,Mountain River Cruiser,"Macromia margaritaÿWestfall, 1947",,,G3,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Nannothemis bella,Elfin Skimmer,"Nannothemis bellaÿUhler, 1857",,,G4G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Nehalennia gracilis,Sphagnum Sprite,"Nehalennia gracilisÿMorse, 1895",,,G5,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Nehalennia irene,Sedge Sprite,"Nehalennia ireneÿ(Hagen, 1861)",,,G5,S1S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Neurocordulia virginiensis,Cinnamon Shadowdragon,"Neurocordulia virginiensisÿDavis, 1927",,,G4,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Neurocordulia yamaskanensis,Stygian Shadowdragon,"Neurocordulia yamaskanensisÿ(Provancher, 1875)",,,G5,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Ophiogomphus aspersus,Brook Snaketail,"Ophiogomphus aspersusÿMorse, 1895",,,G4,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Ophiogomphus carolus,Riffle Snaketail,"Ophiogomphus carolusÿNeedham, 1897",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Ophiogomphus edmundo,Edmund's snaketail,"Ophiogomphus edmundoÿNeedham, 1851",,,G2,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Ophiogomphus howei,Pygmy Snaketail,"Ophiogomphus howeiÿBromley, 1924",,,G3,S1S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Ophiogomphus incurvatus alleghaniensis,Allegheny Snaketail,"Ophiogomphus incurvatus alleghaniensisÿCarle, 1982",Ophiogomphus alleghaniensis,,G3T2T3Q,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Ophiogomphus incurvatus incurvatus,Appalachian snaketail,"Ophiogomphus incurvatus incurvatusÿCarle, 1982",,,G3T2T3,S2S3,,,Rare List,,,,,,,,,,,,,,
IIODO,Ophiogomphus mainensis,Maine Snaketail,"Ophiogomphus mainensisÿPackard, 1863",,,G4G5,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Ophiogomphus susbehcha,St. Croix snaketail,"Ophiogomphus susbehchaÿVogt and Smith, 1993",,,G2,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Phanogomphus borealis,Beaverpond Clubtail,"Phanogomphus borealisÿ(Needham, 1901)",Gomphus borealis,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Phanogomphus descriptus,Harpoon Clubtail,"Phanogomphus descriptusÿ(Banks, 1896)",Gomphus descriptus,,G4G5,S1S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Rhionaeschna mutata,Spatterdock Darner,"Rhionaeschna mutataÿ(Hagen, 1861)",Aeshna mutata,,G4,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Somatochlora elongata,Ski-tipped Emerald,"Somatochlora elongataÿ(Scudder, 1866)",,,G5,S1S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Somatochlora filosa,Fine-lined Emerald,"Somatochlora filosaÿ(Hagen, 1861)",,,G5,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Somatochlora georgiana,Coppery Emerald,"Somatochlora georgianaÿWalker, 1925",,,G3G4,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Somatochlora provocans,Treetop Emerald,"Somatochlora provocansÿCalvert, 1903",,,G4,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Somatochlora williamsoni,Williamson's Emerald,"Somatochlora williamsoniÿWalker, 1907",,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Stenogomphurus consanguis,Cherokee Clubtail,"Stenogomphurus consanguisÿ(Selys, 1879)",Gomphus consanguis,,G3,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Stylogomphus sigmastylus,Interior least clubtail,"Stylogomphus sigmastylusÿCook and Laudermilk, 2004",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Stylurus amnicola,Riverine Clubtail,"Stylurus amnicolaÿ(Walsh, 1862)",,,G4,S1,,,Rare List,,,,,,,,,,,,,,
IIODO,Stylurus laurae,Laura's Clubtail,"Stylurus lauraeÿWilliamson, 1932",,,G4,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Stylurus notatus,Elusive Clubtail,"Stylurus notatusÿ(Rambur, 1842)",,,G3,SH,,,Rare List,,,,,,,,,,,,,,
IIODO,Stylurus scudderi,Zebra Clubtail,"Stylurus scudderiÿ(Selys, 1873)",,,G5,S1S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Sympetrum obtrusum,White-faced Meadowhawk,"Sympetrum obtrusumÿ(Hagen, 1867)",,,G5,S2,,,Rare List,,,,,,,,,,,,,,
IIODO,Zoraena diastatops,Delta-spotted Spiketail,"Zoraena diastatopsÿ(Selys, 1854)",Cordulegaster diastatops,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IIORT,Appalachia hebardi,Appalachian grasshopper,"Appalachia hebardiÿRehn and Rehn, 1936",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IIPLE,Acroneuria flinti,Manassas Stonefly,"Acroneuria flintiÿStark and Gaufin, 1976",,,GH,SH,,,Rare List,,,,,,,,,,,,,,
IIPLE,Acroneuria yuchi,Ornate stonefly,"Acroneuria yuchiÿStark and Kondratieff, 2004",,,G1G3,S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Allocapnia fumosa,Smokies Snowfly,"Allocapnia fumosaÿRoss, 1964",,,G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Allocapnia illinoensis,Illinois Snowfly,"Allocapnia illinoensisÿFrison, 1935",,,G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IIPLE,Allocapnia simmonsi,Spatulate Snowfly,"Allocapnia simmonsiÿKondratieff and Voshell, 1981",,,G3,S1S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Allocapnia stannardi,Blue Ridge Snowfly,"Allocapnia stannardiÿRoss, 1964",,,G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IIPLE,Cultus decisus isolatus,Southern Springfly,Cultus decisus isolatusÿ(Banks),,,G4T2,S1S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Diploperla janeae,Jane's stripetail,"Diploperla janeaeÿKondratieff and Verdone, 2017",,,GNR,S1S3,,,Rare List,,,,,,,,,,,,,,
IIPLE,Diploperla kanawholensis,Kanawhole Springfly,"Diploperla kanawholensisÿKirchner and Kondratieff, 1984",,,G3,S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Diploperla morgani,Virginia Springfly,"Diploperla morganiÿKondratieff and Voshell, 1979",,,G3,S2S3,,,Rare List,,,,,,,,,,,,,,
IIPLE,Isoperla dewalti,Dewalt stripetail,"Isoperla dewaltiÿVerdone and Kondratieff, 2017",,,GNR,S1S3,,,Rare List,,,,,,,,,,,,,,
IIPLE,Isoperla major,Big Stripetail Stonefly,"Isoperla majorÿNelson and Kondratieff, 1983",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IIPLE,Leuctra mitchellensis,Mitchell Needlefly,"Leuctra mitchellensisÿHanson, 1941",,,G3,S1S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Leuctra monticola,Montane Needlefly,"Leuctra monticolaÿHanson, 1941",,,G1Q,S1,,,Rare List,,,,,,,,,,,,,,
IIPLE,Megaleuctra flinti,Shenandoah Needlefly,"Megaleuctra flintiÿBaumann, 1973",,,G2G3,S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Megaleuctra williamsae,Smokies Needlefly,"Megaleuctra williamsaeÿHanson, 1941",,,G3,S1S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Perlesta cranshawi,A Stonefly,"Perlesta cranshawiÿKondratieff and Kirchner, 2006",,,G1,S1?,,,Rare List,,,,,,,,,,,,,,
IIPLE,Perlesta durfeei,A stonefly,"Perlesta durfeeiÿKondratieff, Zuellig, and Kirchner, 2008",,,G1G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IIPLE,Perlesta frisoni,Blue Ridge Stonefly,"Perlesta frisoniÿBanks, 1948",,,G3,S1S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Prostoia hallasi,Swamp Forestfly,"Prostoia hallasiÿKondratieff and Kirchner, 1984",,,G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IIPLE,Strophopteryx limata,Newfound Willowfly,"Strophopteryx limataÿ(Frison, 1942)",,,G3,S1S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Sweltsa holstonensis,Holston Sallfly,"Sweltsa holstonensisÿKondratieff and Kirchner, 1998",,,G1,S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Sweltsa palearata,Shenandoah Sallfly,"Sweltsa palearataÿSurdick, 2004",,,G2G3,S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Taeniopteryx nelsoni,Cryptic Willowfly,"Taeniopteryx nelsoniÿKondratieff and Kirchner, 1982",,,G1,S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Tallaperla lobata,Lobed Roachfly,"Tallaperla lobataÿStark, 1983",,,G2,S2,,,Rare List,,,,,,,,,,,,,,
IIPLE,Yugus arinus,Highlands Springfly,"Yugus arinusÿ(Frison, 1942)",,,G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IIPLE,Yugus kondratieffi,,"Yugus kondratieffiÿNelson, 2001",,,G2G3,S2S3,,,Rare List,,,,,,,,,,,,,,
IIPLE,Zapada fumosa,Fumose forestfly,"Zapada fumosaÿBaumann and Grubbs, 2015",,,G2G3,S1,,,Rare List,,,,,,,,,,,,,,
IITHS,Litocampa fieldingae,A Cave Obligate Dipluran,"Litocampa fieldingaeÿ(Conde, 1949)",,,G2G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IITHS,Litocampa pucketti,Puckett's Cave Dipluran,"Litocampa puckettiÿConde and Bareth, 1996",,,G1G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IITHS,Litocampa sp. 1,A Cave Dipluran (Salamander Cave),Litocampaÿsp. 1,,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IITHS,Litocampa sp. 2,A Cave Dipluran (Ward Cove),Litocampaÿsp. 2,,,G1,S1,,,Rare List,,,,,,,,,,,,,,
IITHS,Litocampa sp. 4,A Cave Dipluran (Rye Cove),Litocampaÿsp. 4,,,G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Agraylea costello,A Caddisfly,"Agraylea costelloÿRoss, 1941",,,G3G4,S1S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Agraylea multipunctata,A microcaddisfly,"Agraylea multipunctataÿCurtis, 1834",,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IITRI,Anabolia apora,A Limnephilid Caddisfly,"Anabolia aporaÿParker, 1984",,,G1G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IITRI,Arctopsyche irrorata,A hydropsychid caddisfly,"Arctopsyche irrorataÿBanks, 1905",,,G4,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Beraea fontana,American Spring-loving Caddisfly,"Beraea fontanaÿWiggins, 1954",,,G2G4,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Brachycentrus incanus,A brachycentrid caddisfly,"Brachycentrus incanusÿHagen, 1861",,,G3G5,SH,,,Rare List,,,,,,,,,,,,,,
IITRI,Ceraclea ruthae,A leptocerid caddisfly,"Ceraclea ruthaeÿFlint, 1965",,,G3,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Ceratopsyche etnieri,Buffalo Springs caddisfly,"Ceratopsyche etnieriÿ(Schuster and Talak, 1977)",,,G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Ceratopsyche macleodi,A Caddisfly,"Ceratopsyche macleodiÿ(Flint, 1965)",,,G3G4,S1S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Cernotina calcea,A polycentropodid caddisfly,"Cernotina calceaÿRoss, 1938",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Cernotina pallida,A Caddisfly,"Cernotina pallidaÿ(Banks, 1904)",,,G3G4,SH,,,Rare List,,,,,,,,,,,,,,
IITRI,Cernotina truncona,A polycentropodid caddisfly,"Cernotina trunconaÿRoss, 1947",,,G4,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Cheumatopsyche etrona,A hydropsychid caddisfly,"Cheumatopsyche etronaÿRoss, 1941",,,G4G5,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Cheumatopsyche speciosa,A Caddisfly,"Cheumatopsyche speciosaÿ(Banks, 1904)",,,G5?,SH,,,Rare List,,,,,,,,,,,,,,
IITRI,Cheumatopsyche virginica,A Caddisfly,"Cheumatopsyche virginicaÿDenning, 1949",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Glossosoma lividum,A glossosomatid caddisfly,"Glossosoma lividumÿ(Hagen, 1861)",,,G3G4,S1S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Goerita semata,A caddisfly,"Goerita semataÿRoss, 1938",,,G3,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Heteroplectron americanum,A Caddisfly,"Heteroplectron americanumÿ(Walker, 1852)",,,G4,S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Hydropsyche bassi,A hydropsychid caddisfly,"Hydropsyche bassiÿFlint, Voshell and Parker, 1979",,,G2,S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Hydroptila anisoforficata,A caddisfly,"Hydroptila anisoforficataÿParker and Voshell, 1979",,,G1G2,SU,,,Rare List,,,,,,,,,,,,,,
IITRI,Hydroptila coweetensis,A microcaddisfly,"Hydroptila coweetensisÿHuryn, 1985",,,G1G2,SU,,,Rare List,,,,,,,,,,,,,,
IITRI,Lepidostoma mitchelli,A lepidostomatid caddisfly,"Lepidostoma mitchelliÿFlint and Wiggins, 1961",,,G3,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Lepidostoma modestum,A lepidostomatid caddisfly,"Lepidostoma modestumÿ(Banks, 1905)",,,G3G4,S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Nemotaulius hostilis,A Limnephilid Caddisfly,"Nemotaulius hostilisÿ(Hagen, 1873)",,,G5,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Neophylax acutus,A uenoid caddisfly,"Neophylax acutusÿVineyard and Wiggins, 1987",,,G2G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IITRI,Neophylax atlanta,A uenoid caddisfly,"Neophylax atlantaÿRoss, 1947",,,G2G4,SH,,,Rare List,,,,,,,,,,,,,,
IITRI,Neophylax etnieri,A uenoid caddisfly,"Neophylax etnieriÿVineyard and Wiggins, 1987",,,G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IITRI,Neophylax toshioi,A caddisfly,"Neophylax toshioiÿVineyard and Wiggins, 1987",,,G2,S1S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Oligostomis pardalis,A phryganeid caddisfly,"Oligostomis pardalisÿ(Walker, 1852)",,,G4G5,S1S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Polycentropus rickeri,A polycentropodid caddisfly,"Polycentropus rickeriÿYamamoto, 1966",,,G3G4,SH,,,Rare List,,,,,,,,,,,,,,
IITRI,Potamyia flava,A Caddisfly,"Potamyia flavaÿ(Hagen, 1861)",,,G5,SH,,,Rare List,,,,,,,,,,,,,,
IITRI,Psilotreta rossi,An odontocerid caddisfly,"Psilotreta rossiÿWallace, 1971",,,G3,S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Rhyacophila appalachia,Appalachian Rhyacophilid Caddisfly,"Rhyacophila appalachiaÿJ.C. Morse and Ross, 1971",,,G3,S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Rhyacophila kondratieffi,A rhyacophilid caddisfly,"Rhyacophila kondratieffiÿParker, 1986",,,G2G3,S2S3,,,Rare List,,,,,,,,,,,,,,
IITRI,Rhyacophila mainensis,A rhyacophilid caddisfly,"Rhyacophila mainensisÿBanks, 1911",,,G4G5,S1S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Rhyacophila mycta,A rhyacophilid caddisfly,"Rhyacophila myctaÿRoss, 1941",,,G3,S1S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Rhyacophila simmonsi,A rhyacophilid caddisfly,"Rhyacophila simmonsiÿArmitage, 2008",,,G1G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IITRI,Rhyacophila teddyi,A rhyacophilid caddisfly,"Rhyacophila teddyiÿRoss, 1939",,,G2,S2,,,Rare List,,,,,,,,,,,,,,
IITRI,Rhyacophila tricornuta,A Rhyacophilid Caddisfly,"Rhyacophila tricornutaÿSykora and McCabe, 1996",,,G1G3,S1S3,,,Rare List,,,,,,,,,,,,,,
IITRI,Wormaldia mohri,A philopotamid caddisfly,"Wormaldia mohriÿ(Ross, 1948)",,,G2G3,S1,,,Rare List,,,,,,,,,,,,,,
IITRI,Wormaldia thyria,A Philopotamid Caddisfly,"Wormaldia thyriaÿDenning, 1950",,,G3,S2,,,Rare List,,,,,,,,,,,,,,
ILACA,Traegaardhia paralleloseta,A Cave Mite,"Traegaardhia parallelosetaÿ(Zacharda, 1985)",Foveacheles paralleloseta,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Anahita punctulata,Southeastern Wandering Spider,"Anahita punctulataÿ(Hentz, 1844)",,,G4,S2,,,Rare List,,,,,,,,,,,,,,
ILARA,Anthrobia coylei,A spider,"Anthrobia coyleiÿMiller, 2005",,,G2?,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Anthrobia monmouthia,A Cave Spider,"Anthrobia monmouthiaÿTellkampf, 1844",Anthrobia mammouthia,,G5,S2,,,Rare List,,,,,,,,,,,,,,
ILARA,Apochthonius coecus,A Cave Pseudoscorpion,"Apochthonius coecusÿ(Packard, 1884)",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Apochthonius holsingeri,A Cave Pseudoscorpion,"Apochthonius holsingeriÿMuchmore, 1967",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Bathyphantes weyeri,A Cave Spider,"Bathyphantes weyeriÿ(Emerton, 1875)",,,G4,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Chitrella sp. 1,A Cave Pseudoscorpion,Chitrellaÿsp. 1,,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Chitrella superba,A Cave Pseudoscorpion,"Chitrella superbaÿMuchmore, 1973",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Hypochilus thorelli,Thorell's Lampshade-web Spider,"Hypochilus thorelliÿMarx, 1888",,,G4,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Islandiana muma,A Cave Spider,"Islandiana mumaÿIvie, 1965",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Kleptochthonius anophthalmus,A Cave Pseudoscorpion,"Kleptochthonius anophthalmusÿMuchmore, 1970",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Kleptochthonius binoculatus,A Cave Pseudoscorpion,"Kleptochthonius binoculatusÿMuchmore, 1974",,,G1G2,S1S2,,,Rare List,,,,,,,,,,,,,,
ILARA,Kleptochthonius gertschi,Gertsch's Cave Pseudoscorpion,"Kleptochthonius gertschiÿMalcolm and Chamberlin, 1961",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Kleptochthonius lutzi,Lutz's Cave Pseudoscorpion,"Kleptochthonius lutziÿMalcolm and Chamberlin, 1961",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Kleptochthonius proximosetus,A Cave Pseudoscorpion,"Kleptochthonius proximosetusÿMuchmore, 1976",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Kleptochthonius regulus,A Cave Pseudoscorpion,"Kleptochthonius regulusÿMuchmore, 1970",,,G1G2,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Kleptochthonius similis,A Cave Pseudoscorpion,"Kleptochthonius similisÿMuchmore, 1976",,,G1,S1,,,Rare List,,,,,,,,,,,,,,
ILARA,Kleptochthonius sp. 1,A Cave Pseudoscorpion,Kleptochthoniusÿsp. 1 Muchmore,,=ÿKleptochthoniusÿsp. B,G1,S1,,,Rare List,,,,,,,,,,,,,,
